,pearson_corr
KUT,0.43821926584408266
Ortalama,0.43329840533042796
ORTA,0.3636925656487963
SIVRI,0.3454281494933401
SARI_YUKSEKLIGI,-0.16758471668504296
SARI_SKORU,-0.1669936499390286
AK_GENISLIGI,0.15070260461265284
Ak_Indeksi,-0.11152977886295343
Sari_Indeksi,-0.09736528831142549
Haugh_Birimi,-0.09094903205863208
